0,0,-0.304428,0.035725,-0.520151
1,0.01,-0.304396,0.035828,-0.520063
2,0.02,-0.304432,0.03568,-0.520177
3,0.03,-0.304422,0.035727,-0.520138
4,0.04,-0.304421,0.035696,-0.520159
5,0.05,-0.304427,0.035715,-0.520146
6,0.06,-0.304418,0.035775,-0.520103
7,0.07,-0.304426,0.035734,-0.520123
8,0.08,-0.304412,0.035774,-0.520097
9,0.09,-0.304431,0.035685,-0.520186
10,0.1,-0.304397,0.03585,-0.520032
11,0.11,-0.304413,0.035761,-0.520111
12,0.12,-0.304388,0.03585,-0.520029
13,0.13,-0.304439,0.035737,-0.520154
14,0.14,-0.304436,0.035715,-0.520161
15,0.15,-0.304392,0.03582,-0.520044
16,0.16,-0.304436,0.035674,-0.520201
17,0.17,-0.304402,0.035815,-0.520058
18,0.18,-0.304388,0.035847,-0.520028
19,0.19,-0.304426,0.03575,-0.520126
20,0.2,-0.304385,0.035837,-0.520046
21,0.21,-0.304434,0.035725,-0.52016
22,0.22,-0.304433,0.0357,-0.520163
23,0.23,-0.304428,0.035702,-0.520168
24,0.24,-0.30444,0.035713,-0.520158
25,0.25,-0.304428,0.035731,-0.520149
26,0.26,-0.304411,0.035705,-0.520144
27,0.27,-0.304387,0.035804,-0.520072
28,0.28,-0.304395,0.03579,-0.520068
29,0.29,-0.304419,0.035737,-0.520131
30,0.3,-0.304426,0.035735,-0.52014
31,0.31,-0.304437,0.035647,-0.520202
32,0.32,-0.304422,0.035705,-0.520159
33,0.33,-0.304413,0.035709,-0.520155
34,0.34,-0.304418,0.035751,-0.520104
35,0.35,-0.304397,0.035794,-0.520073
36,0.36,-0.304408,0.035736,-0.520119
37,0.37,-0.304432,0.035701,-0.520165
38,0.38,-0.304421,0.035758,-0.520126
39,0.39,-0.304414,0.03577,-0.520096
40,0.4,-0.30444,0.035704,-0.520168
41,0.41,-0.304426,0.035701,-0.520174
42,0.42,-0.304418,0.03577,-0.520096
43,0.43,-0.304397,0.035769,-0.520097
44,0.44,-0.304433,0.035718,-0.520159
45,0.45,-0.304413,0.035763,-0.52011
46,0.46,-0.30442,0.035745,-0.520116
47,0.47,-0.304441,0.035653,-0.520191
48,0.48,-0.304408,0.035743,-0.520102
49,0.49,-0.304411,0.035725,-0.520116
50,0.5,-0.304445,0.035673,-0.520191
51,0.51,-0.304444,0.035677,-0.520191
52,0.52,-0.304415,0.035705,-0.52016
53,0.53,-0.304423,0.035747,-0.520123
54,0.54,-0.304412,0.035756,-0.520123
55,0.55,-0.30442,0.035725,-0.520153
56,0.56,-0.304414,0.035754,-0.520106
57,0.57,-0.304429,0.035735,-0.520133
58,0.58,-0.304407,0.035807,-0.520093
59,0.59,-0.304453,0.03569,-0.520181
60,0.6,-0.304435,0.035715,-0.520161
61,0.61,-0.30441,0.035788,-0.520095
62,0.62,-0.304409,0.035749,-0.520129
63,0.63,-0.30441,0.035745,-0.52014
64,0.64,-0.304434,0.035687,-0.520173
65,0.65,-0.304428,0.035719,-0.520151
66,0.66,-0.304416,0.035761,-0.520093
67,0.67,-0.304425,0.035728,-0.520138
68,0.68,-0.304407,0.035779,-0.520102
69,0.69,-0.304418,0.035697,-0.520149
70,0.7,-0.3044,0.035769,-0.520077
71,0.71,-0.30441,0.035744,-0.520114
72,0.72,-0.30444,0.035684,-0.520165
73,0.73,-0.30445,0.035718,-0.520175
74,0.74,-0.304413,0.035754,-0.520104
75,0.75,-0.304422,0.035779,-0.520106
76,0.76,-0.304419,0.035698,-0.520181
77,0.77,-0.30442,0.035757,-0.520111
78,0.78,-0.304438,0.035698,-0.520185
79,0.79,-0.304416,0.035765,-0.520093
80,0.8,-0.304417,0.035758,-0.520134
81,0.81,-0.304443,0.035653,-0.520204
82,0.82,-0.304417,0.035743,-0.520148
83,0.83,-0.30441,0.035756,-0.520133
84,0.84,-0.304412,0.035762,-0.520109
85,0.85,-0.304394,0.035814,-0.520061
86,0.86,-0.304411,0.035771,-0.520113
87,0.87,-0.304412,0.035792,-0.520083
88,0.88,-0.304411,0.035763,-0.520109
89,0.89,-0.304419,0.035754,-0.52012
90,0.9,-0.304415,0.035709,-0.520159
91,0.91,-0.304405,0.035717,-0.520163
92,0.92,-0.304431,0.0357,-0.520167
93,0.93,-0.304406,0.035747,-0.520127
94,0.94,-0.304436,0.035686,-0.520176
95,0.95,-0.30443,0.035725,-0.520156
96,0.96,-0.304407,0.035771,-0.520087
97,0.97,-0.304419,0.035767,-0.520125
98,0.98,-0.304408,0.035755,-0.520083
99,0.99,-0.304438,0.035701,-0.52015
100,1,-0.304428,0.035716,-0.520149
101,1.01,-0.304437,0.035711,-0.520171
102,1.02,-0.30442,0.035748,-0.520127
103,1.03,-0.304428,0.035729,-0.520151
104,1.04,-0.304412,0.035774,-0.520102
105,1.05,-0.304439,0.035688,-0.520176
106,1.06,-0.304432,0.035673,-0.520187
107,1.07,-0.304414,0.035731,-0.520128
108,1.08,-0.304414,0.035789,-0.520086
109,1.09,-0.304432,0.035736,-0.520163
110,1.1,-0.304428,0.035767,-0.520119
111,1.11,-0.304428,0.03572,-0.52015
112,1.12,-0.304425,0.035778,-0.520103
113,1.13,-0.304426,0.035723,-0.520146
114,1.14,-0.304417,0.035722,-0.520142
115,1.15,-0.30442,0.035721,-0.520151
116,1.16,-0.304435,0.035742,-0.520124
117,1.17,-0.304429,0.035743,-0.520131
118,1.18,-0.304413,0.035763,-0.520126
119,1.19,-0.304416,0.035746,-0.520107
120,1.2,-0.304401,0.035783,-0.520103
121,1.21,-0.304429,0.035708,-0.520143
122,1.22,-0.304403,0.035747,-0.520111
123,1.23,-0.304443,0.035674,-0.520194
124,1.24,-0.304412,0.035761,-0.52011
125,1.25,-0.304406,0.035797,-0.520082
126,1.26,-0.304409,0.035753,-0.520106
127,1.27,-0.304399,0.035783,-0.520108
128,1.28,-0.304394,0.035773,-0.520093
129,1.29,-0.304446,0.035669,-0.520205
130,1.3,-0.304402,0.035755,-0.520118
131,1.31,-0.304427,0.035682,-0.520172
132,1.32,-0.304394,0.035776,-0.520069
133,1.33,-0.304423,0.035718,-0.520157
134,1.34,-0.304416,0.035766,-0.52013
135,1.35,-0.304395,0.03577,-0.520086
136,1.36,-0.304431,0.035713,-0.520149
137,1.37,-0.304447,0.035667,-0.520199
138,1.38,-0.304444,0.035677,-0.520183
139,1.39,-0.304416,0.035725,-0.520151
140,1.4,-0.304416,0.035793,-0.52009
141,1.41,-0.304421,0.035743,-0.520102
142,1.42,-0.304435,0.035697,-0.520181
143,1.43,-0.304431,0.03574,-0.52012
144,1.44,-0.304418,0.035688,-0.520184
145,1.45,-0.304432,0.035756,-0.5201
146,1.46,-0.304423,0.035718,-0.520141
147,1.47,-0.304414,0.035754,-0.520122
148,1.48,-0.304399,0.035777,-0.520089
149,1.49,-0.304448,0.035688,-0.520177
150,1.5,-0.304407,0.035738,-0.520123
151,1.51,-0.304427,0.035723,-0.520136
152,1.52,-0.304411,0.035764,-0.520131
153,1.53,-0.304426,0.035772,-0.520084
154,1.54,-0.30444,0.035717,-0.520142
155,1.55,-0.304438,0.035727,-0.520129
156,1.56,-0.304417,0.035762,-0.520101
157,1.57,-0.304433,0.035736,-0.520148
158,1.58,-0.304425,0.035695,-0.520163
159,1.59,-0.304421,0.035753,-0.520117
160,1.6,-0.304433,0.035675,-0.520184
161,1.61,-0.304445,0.035662,-0.520201
162,1.62,-0.304449,0.035651,-0.520233
